county,total_votes,rep_votes,dem_votes,rep_percentage,dem_percentage,Party
"Cherokee County, Iowa",6518,4495,1936,0.6896287204664008,0.29702362687941086,0
"Cherokee County, Kansas",8945,6622,2163,0.7403018446059251,0.24181106763555058,0
"Cherokee County, North Carolina",16423,12628,3583,0.768921634293369,0.2181696401388297,0
"Cherokee County, Oklahoma",17714,11223,6027,0.6335666704301682,0.34023935869933386,0
"Cherokee County, South Carolina",25270,18043,6983,0.714008705975465,0.27633557578155915,0
"Cherokee County, Texas",19508,15101,4210,0.7740926799261841,0.21580889891326635,0
"Cherry County, Nebraska",3269,2844,373,0.8699908228816152,0.11410217191801775,0
"Cherryfield, Maine",645,417,212,0.6465116279069767,0.32868217054263565,0
"Chesapeake city, Virginia",127108,58180,66377,0.45772099317116155,0.5222094596720899,1
"Cheshire, Connecticut",17418,7349,9745,0.4219198530256057,0.5594787001952004,1
"Cheshire, Massachusetts",1946,775,1124,0.3982528263103803,0.5775950668036999,1
"Chester County, Pennsylvania",315753,128565,182372,0.4071695280804933,0.5775780435973689,1
"Chester County, South Carolina",15757,8660,6941,0.5495970045059339,0.4405026337500793,0
"Chester County, Tennessee",7584,5952,1412,0.7848101265822784,0.18618143459915612,0
"Chester, Connecticut",2596,853,1701,0.3285824345146379,0.6552388289676425,1
"Chester, Maine",326,261,61,0.8006134969325154,0.18711656441717792,0
"Chester, Massachusetts",744,415,313,0.5577956989247311,0.4206989247311828,0
"Chester, New Hampshire",3469,1951,1465,0.5624099164024214,0.422311905448256,0
"Chester, Vermont",1772,619,1089,0.3493227990970655,0.6145598194130926,1
"Chesterfield County, South Carolina",18876,11297,7431,0.5984848484848485,0.39367450731087095,0
"Chesterfield County, Virginia",203884,93326,106935,0.4577406760707069,0.5244894155500186,1
"Chesterfield, Massachusetts",822,287,510,0.3491484184914842,0.6204379562043796,1
"Chesterfield, New Hampshire",2392,958,1390,0.4005016722408027,0.5811036789297659,1
"Chesterville, Maine",799,460,314,0.5757196495619524,0.392991239048811,0
"Cheyenne County, Colorado",1136,993,131,0.8741197183098591,0.1153169014084507,0
"Cheyenne County, Kansas",1400,1158,220,0.8271428571428572,0.15714285714285714,0
"Cheyenne County, Nebraska",4776,3813,855,0.7983668341708543,0.17902010050251257,0
"Chichester, New Hampshire",1736,930,770,0.5357142857142857,0.4435483870967742,0
"Chickasaw County, Iowa",6631,4308,2233,0.6496757653445936,0.336751621173277,0
"Chickasaw County, Mississippi",8148,4175,3810,0.5123956799214531,0.46759941089838,0
"Chicopee, Massachusetts",25795,10636,14502,0.41232797053692577,0.5622019771273503,1
"Chicot County, Arkansas",4103,1752,2260,0.42700463075798195,0.5508164757494516,1
"Childress County, Texas",2279,1943,310,0.8525669153137341,0.13602457218078104,0
"Chilmark, Massachusetts",921,111,796,0.12052117263843648,0.8642779587404995,1
"Chilton County, Alabama",19310,16085,3073,0.8329880890730191,0.1591403417918177,0
"China, Maine",2590,1395,1107,0.5386100386100386,0.4274131274131274,0
"Chippewa County, Michigan",17642,10681,6648,0.6054302233306881,0.3768280240335563,0
"Chippewa County, Minnesota",6611,4250,2226,0.6428679473604598,0.3367115413704432,0
"Chippewa County, Wisconsin",35938,21317,13983,0.593160442985141,0.3890867605320274,0
"Chisago County, Minnesota",34570,21916,11806,0.6339600809950824,0.3415099797512294,0
"Chittenden, Vermont",853,343,473,0.40211019929660025,0.5545134818288394,1
"Choctaw County, Alabama",7464,4296,3127,0.5755627009646302,0.41894426580921756,0
"Choctaw County, Mississippi",4225,3001,1185,0.7102958579881656,0.2804733727810651,0
"Choctaw County, Oklahoma",5832,4698,1082,0.8055555555555556,0.1855281207133059,0
"Chouteau County, Montana",2974,1891,991,0.6358439811701412,0.3332212508406187,0
"Chowan County, North Carolina",7784,4471,3247,0.5743833504624871,0.4171377183967112,0
"Christian County, Illinois",16204,11563,4335,0.7135892372253765,0.2675265366576154,0
"Christian County, Kentucky",23863,15080,8296,0.6319406612747769,0.34765117545991703,0
"Christian County, Missouri",46839,34920,11131,0.745532569013002,0.23764384380537587,0
"Churchill County, Nevada",12890,9372,3051,0.7270752521334368,0.23669511249030256,0
"Cibola County, New Mexico",8903,3975,4745,0.4464787150398742,0.5329664158148939,1
"Cimarron County, Oklahoma",1054,970,70,0.920303605313093,0.06641366223908918,0
"Citrus County, Florida",93208,65352,27092,0.7011415329156295,0.29066174577289505,0
"Clackamas County, Oregon",257679,110509,139043,0.42886304277803006,0.5395977165387944,1
"Claiborne County, Mississippi",4453,603,3772,0.13541432741971704,0.8470693914215136,1
"Claiborne County, Tennessee",12945,10604,2202,0.8191579760525299,0.17010428736964078,0
"Claiborne Parish, Louisiana",6580,3770,2731,0.5729483282674772,0.41504559270516717,0
"Clallam County, Washington",49264,23062,24721,0.4681308866515102,0.5018065930496914,1
"Clare County, Michigan",16281,10861,5199,0.6670966156869971,0.3193292795282845,0
"Claremont, New Hampshire",5813,2788,2895,0.4796146568037158,0.498021675554791,1
"Clarendon County, South Carolina",16733,8361,8250,0.4996713081933903,0.49303770991454016,0
"Clarendon, Vermont",1469,782,656,0.5323349217154527,0.4465622872702519,0
"Clarion County, Pennsylvania",19493,14578,4678,0.7478582055096702,0.23998358385061305,0
"Clark County, Arkansas",8395,4616,3438,0.5498511018463371,0.4095294818344253,0
"Clark County, Idaho",311,264,41,0.8488745980707395,0.13183279742765272,0
"Clark County, Illinois",8355,6226,1993,0.745182525433872,0.23853979652902454,0
"Clark County, Indiana",57869,33668,23093,0.5817968169486254,0.3990564896576751,0
"Clark County, Kansas",1048,885,143,0.8444656488549618,0.1364503816793893,0
"Clark County, Kentucky",18139,11811,6004,0.6511384310050168,0.3309995038315232,0
"Clark County, Missouri",3394,2672,678,0.7872716558632882,0.19976428992339423,0
"Clark County, Nevada",972510,430930,521852,0.4431111248213386,0.5366032225889709,1
"Clark County, Ohio",64212,39032,24076,0.6078614589173363,0.3749454930542578,0
"Clark County, South Dakota",1850,1373,437,0.7421621621621621,0.23621621621621622,0
"Clark County, Washington",275403,126303,140324,0.4586115619655559,0.5095224089788419,1
"Clark County, Wisconsin",14898,10002,4524,0.6713652839307289,0.3036649214659686,0
"Clarke County, Alabama",13135,7324,5755,0.5575942139322421,0.4381423677198325,0
"Clarke County, Georgia",51346,14450,36055,0.28142406419195265,0.7021968605149379,1
"Clarke County, Iowa",4670,3144,1466,0.6732334047109207,0.3139186295503212,0
"Clarke County, Mississippi",8347,5417,2838,0.6489756798849886,0.34000239607044447,0
"Clarke County, Virginia",9337,5192,3920,0.5560672592909929,0.419835064795973,0
"Clarksburg, Massachusetts",990,390,583,0.3939393939393939,0.5888888888888889,1
"Clarksville, New Hampshire",183,108,72,0.5901639344262295,0.39344262295081966,0
"Clatsop County, Oregon",23910,10218,12916,0.4273525721455458,0.5401923881221247,1
"Clay County, Alabama",6930,5601,1267,0.8082251082251082,0.18282828282828284,0
"Clay County, Arkansas",5183,4086,962,0.78834651746093,0.1856067914335327,0
"Clay County, Florida",124405,84480,38317,0.6790723845504602,0.3080020899481532,0
"Clay County, Georgia",1435,637,791,0.44390243902439025,0.551219512195122,1
"Clay County, Illinois",6899,5629,1129,0.815915350050732,0.16364690534860124,0
"Clay County, Indiana",12267,9499,2552,0.7743539577728866,0.20803782505910165,0
"Clay County, Iowa",8969,6137,2662,0.684245735310514,0.29680008919611994,0
"Clay County, Kansas",4134,3129,883,0.7568940493468795,0.21359458151910982,0
"Clay County, Kentucky",7591,6677,831,0.8795942563562114,0.109471742853379,0
"Clay County, Minnesota",32239,15043,16357,0.4666087657805763,0.5073668538106021,1
"Clay County, Mississippi",10206,4181,5844,0.4096609837350578,0.5726043503821282,1
"Clay County, Missouri",126569,64605,59400,0.5104330444263603,0.46930923053828344,0
"Clay County, Nebraska",3570,2848,632,0.7977591036414566,0.17703081232492998,0
"Clay County, North Carolina",6893,5112,1699,0.7416219352966777,0.24648193819817205,0
"Clay County, South Dakota",5698,2456,3083,0.431028431028431,0.5410670410670411,1
"Clay County, Tennessee",3506,2733,735,0.7795208214489446,0.2096406160867085,0
"Clay County, Texas",5741,5069,614,0.8829472217383731,0.1069500087092841,0
"Clay County, West Virginia",3365,2679,641,0.7961367013372956,0.19049034175334323,0
"Clayton County, Georgia",112330,15811,95466,0.14075491854357697,0.8498709160509214,1
"Clayton County, Iowa",9594,6106,3340,0.6364394413174901,0.34813425057327496,0
"Clear Creek County, Colorado",6548,2754,3604,0.4205864386072083,0.550397067806964,1
"Clearfield County, Pennsylvania",39496,29203,9673,0.7393913307676727,0.24491087705084058,0
"Clearwater County, Idaho",4419,3453,877,0.781398506449423,0.1984611903145508,0
"Clearwater County, Minnesota",4708,3372,1260,0.7162276975361087,0.2676295666949873,0
"Cleburne County, Alabama",7227,6484,675,0.8971910889719109,0.09339975093399751,0
"Cleburne County, Arkansas",12680,10328,1988,0.8145110410094637,0.15678233438485806,0
"Clermont County, Ohio",110480,74570,34092,0.6749637943519189,0.30858073859522084,0
"Cleveland County, Arkansas",3600,2867,651,0.7963888888888889,0.18083333333333335,0
"Cleveland County, North Carolina",51308,33798,16955,0.6587276837920012,0.33045528962345055,0
"Cleveland County, Oklahoma",119778,66677,49827,0.5566715089582394,0.41599458999148425,0
"Clifton, Maine",532,324,187,0.6090225563909775,0.35150375939849626,0
"Clinch County, Georgia",2861,2105,744,0.7357567284166375,0.2600489339391821,0
"Clinton County, Illinois",19214,14304,4493,0.7444571666493182,0.23383990840012492,0
"Clinton County, Indiana",12949,9334,3361,0.720827863155456,0.25955672252683604,0
"Clinton County, Iowa",24687,13361,10812,0.541216024628347,0.43796330052254223,0
"Clinton County, Kentucky",4932,4280,603,0.8678021086780211,0.12226277372262774,0
"Clinton County, Michigan",47927,25098,21968,0.5236714169466063,0.4583637615540301,0
"Clinton County, Missouri",10888,7799,2896,0.7162931667891257,0.2659808963997061,0
"Clinton County, New York",35437,16514,18364,0.4660101024353077,0.5182154245562548,1
"Clinton County, Ohio",20527,15488,4697,0.7545184391289521,0.2288205777756126,0
"Clinton County, Pennsylvania",17625,11902,5502,0.675290780141844,0.31217021276595747,0
"Clinton, Connecticut",7804,3312,4368,0.42439774474628394,0.5597129677088672,1
"Clinton, Maine",1788,1098,641,0.6140939597315436,0.35850111856823264,0
"Clinton, Massachusetts",7826,2886,4688,0.3687707641196013,0.5990288780986456,1
"Cloud County, Kansas",4174,3182,893,0.7623382846190704,0.21394345951126018,0
"Coahoma County, Mississippi",8507,2375,6020,0.279181850240978,0.7076525214529211,1
"Coal County, Oklahoma",2524,2091,374,0.8284469096671949,0.14817749603803487,0
"Cobb County, Georgia",393728,165436,221847,0.42017839726918077,0.5634524341677504,1
"Cochise County, Arizona",60473,35557,23732,0.5879814131926645,0.3924396011443123,0
"Cochran County, Texas",1000,809,177,0.809,0.177,0
"Cocke County, Tennessee",14859,12162,2533,0.8184938421158894,0.170469075980887,0
"Coconino County, Arizona",73346,27052,44698,0.36882720257410084,0.6094129195866168,1
"Codington County, South Dakota",13161,8958,3837,0.6806473672213358,0.29154319580578986,0
"Coffee County, Alabama",22275,16899,5076,0.7586531986531987,0.22787878787878788,0
"Coffee County, Georgia",15214,10578,4511,0.6952806625476535,0.29650322071776,0
"Coffee County, Tennessee",24282,17883,5705,0.7364714603409933,0.23494769788320566,0
"Coffey County, Kansas",4448,3407,928,0.7659622302158273,0.20863309352517986,0
"Cohasset, Massachusetts",5669,1665,3849,0.29370259304992063,0.6789557241136003,1
"Coke County, Texas",1779,1586,178,0.8915120854412592,0.10005621135469364,0
"Colbert County, Alabama",27886,19203,8343,0.688625116545937,0.2991823854263788,0
"Colchester, Connecticut",9691,4243,5216,0.43782891342482716,0.5382313486740274,1
"Colchester, Vermont",9594,2852,6451,0.2972691265374192,0.6723994163018553,1
"Cole County, Missouri",39529,26086,12694,0.6599205646487389,0.3211313213084065,0
"Colebrook, Connecticut",988,563,403,0.569838056680162,0.40789473684210525,0
"Colebrook, New Hampshire",1074,630,418,0.5865921787709497,0.3891992551210428,0
"Coleman County, Texas",4124,3641,451,0.8828806983511154,0.10935984481086324,0
"Coles County, Illinois",22606,14037,8067,0.6209413430062816,0.35685216314252854,0
"Colfax County, Nebraska",3726,2636,1025,0.7074610842726785,0.27509393451422437,0
"Colfax County, New Mexico",6016,3271,2611,0.543716755319149,0.4340093085106383,0
"Colleton County, South Carolina",19283,10440,8602,0.5414095317118706,0.44609241300627495,0
"Collier County, Florida",207818,128950,77621,0.6204948560759895,0.37350470122895996,0
"Collin County, Texas",492216,252318,230945,0.5126164123067921,0.46919441871048484,0
"Collingsworth County, Texas",1218,1048,155,0.8604269293924466,0.1272577996715928,0
"Colonial Heights city, Virginia",9146,6007,2972,0.6567898534878636,0.32495079816313144,0
"Colorado County, Texas",9975,7472,2420,0.7490726817042607,0.24260651629072683,0
"Colquitt County, Georgia",16086,11777,4190,0.7321273156782295,0.26047494715902025,0
"Colrain, Massachusetts",1007,306,667,0.3038728897715988,0.6623634558093346,1
"Columbia County, Arkansas",8616,5500,2814,0.638347260909935,0.3266016713091922,0
"Columbia County, Florida",33042,23836,8914,0.7213849040614975,0.2697778584831427,0
"Columbia County, Georgia",80575,50013,29232,0.6207012100527459,0.3627924294135898,0
"Columbia County, New York",35522,14464,20386,0.40718428016440517,0.5738978661111424,1
"Columbia County, Oregon",32221,17150,13835,0.532261568542255,0.42937835573073463,0
"Columbia County, Pennsylvania",31171,20098,10532,0.6447659683680343,0.33787815597831317,0
"Columbia County, Washington",2495,1754,668,0.7030060120240481,0.26773547094188377,0
"Columbia County, Wisconsin",33869,16927,16410,0.4997785585638785,0.4845138622339012,0
"Columbia Falls, Maine",335,204,119,0.608955223880597,0.35522388059701493,0
"Columbia, Connecticut",3568,1600,1888,0.4484304932735426,0.5291479820627802,1
"Columbia, Maine",228,156,67,0.6842105263157895,0.29385964912280704,0
"Columbia, New Hampshire",351,235,114,0.6695156695156695,0.3247863247863248,0
"Columbiana County, Ohio",49860,35726,13359,0.7165262735659848,0.26793020457280387,0
"Columbus County, North Carolina",26446,16832,9446,0.6364667624593511,0.35718067004461923,0
"Colusa County, California",7951,4554,3234,0.5727581436297321,0.4067412904037228,0
"Comal County, Texas",88863,62740,24826,0.7060306314214014,0.27937386763894984,0
"Comanche County, Kansas",904,745,126,0.8241150442477876,0.13938053097345132,0
"Comanche County, Oklahoma",35631,20905,13747,0.5867082035306335,0.38581572226432037,0
"Comanche County, Texas",6086,5177,853,0.8506408149852119,0.14015773907328294,0
"Concho County, Texas",1268,1058,197,0.8343848580441641,0.1553627760252366,0
"Concord, Massachusetts",12311,1977,10024,0.16058809195028836,0.8142311753716189,1
"Concord, New Hampshire",23875,7983,15511,0.33436649214659686,0.6496753926701571,1
"Concord, Vermont",630,343,262,0.5444444444444444,0.4158730158730159,0
"Concordia Parish, Louisiana",8828,5550,3177,0.6286814680561849,0.3598776619845945,0
"Conecuh County, Alabama",6441,3442,2966,0.5343890700201832,0.46048750194069243,0
"Conejos County, Colorado",4333,2286,1959,0.5275790445418879,0.45211170090006925,0
"Contra Costa County, California",581230,152877,416386,0.2630232438105397,0.716387660650689,1
"Converse County, Wyoming",6970,5917,861,0.8489239598278335,0.12352941176470589,0
"Conway County, Arkansas",8685,5694,2615,0.6556131260794473,0.30109383995394357,0
"Conway, Massachusetts",1303,278,989,0.21335379892555642,0.7590176515732924,1
"Conway, New Hampshire",5966,2465,3411,0.4131746563861884,0.5717398592021455,1
"Cook County, Georgia",7035,4900,2059,0.6965174129353234,0.29267945984363897,0
"Cook County, Illinois",2321399,558269,1725973,0.24048817114162624,0.7435055326550929,1
"Cook County, Minnesota",3806,1203,2496,0.3160798738833421,0.6558066211245402,1
"Cook Suburbs, Illinois",1176658,377035,781238,0.32042870570718085,0.6639465333172425,1
"Cooke County, Texas",18988,15596,3210,0.8213608594902043,0.16905413945649883,0
"Cooper County, Missouri",8693,6272,2249,0.7215000575175429,0.25871390774186126,0
"Cooper, Maine",96,60,33,0.625,0.34375,0
"Coos County, Oregon",37075,21829,14243,0.5887795010114633,0.3841672285906945,0
"Coosa County, Alabama",5479,3631,1796,0.6627121737543348,0.3277970432560686,0
"Copiah County, Mississippi",12897,6250,6470,0.484608823757463,0.5016670543537257,1
"Coplin Plt., Maine",110,44,59,0.4,0.5363636363636364,1
"Corinna, Maine",1244,847,363,0.6808681672025724,0.29180064308681675,0
"Corinth, Maine",1574,1147,390,0.7287166454891995,0.24777636594663277,0
"Corinth, Vermont",830,350,459,0.42168674698795183,0.553012048192771,1
"Cornish, Maine",944,478,429,0.5063559322033898,0.4544491525423729,0
"Cornish, New Hampshire",1109,408,679,0.3678990081154193,0.612263300270514,1
"Cornville, Maine",776,471,283,0.6069587628865979,0.3646907216494845,0
"Cornwall, Connecticut",1032,250,760,0.24224806201550386,0.7364341085271318,1
"Cornwall, Vermont",850,145,663,0.17058823529411765,0.78,1
"Corson County, South Dakota",1283,647,622,0.5042868277474669,0.4848012470771629,0
"Cortland County, New York",21678,10789,10369,0.49769351416182306,0.47831903312113666,0
"Coryell County, Texas",23490,15438,7565,0.6572158365261813,0.3220519369944657,0
"Coshocton County, Ohio",16739,12325,4125,0.7363044387358862,0.24643049166616882,0
"Costilla County, Colorado",2094,741,1311,0.3538681948424069,0.6260744985673352,1
"Cottle County, Texas",662,540,113,0.8157099697885196,0.17069486404833836,0
"Cotton County, Oklahoma",2572,2117,393,0.823094867807154,0.15279937791601866,0
"Cottonwood County, Minnesota",6107,4165,1834,0.6820042574095301,0.30031111838873426,0
"Coventry, Connecticut",7772,3545,4011,0.4561245496654658,0.5160833762223366,1
"Coventry, Rhode Island",20004,10461,9123,0.5229454109178164,0.4560587882423515,0
"Coventry, Vermont",568,294,245,0.5176056338028169,0.43133802816901406,0
"Covington County, Alabama",17430,14586,2721,0.8368330464716007,0.15611015490533564,0
"Covington County, Mississippi",9371,5854,3416,0.624693202433038,0.3645288656493437,0
"Covington city, Virginia",2603,1580,964,0.6069919323857088,0.37034191317710335,0
"Coweta County, Georgia",76799,51501,24210,0.6705946692014219,0.315238479667704,0
"Cowley County, Kansas",13911,9442,4171,0.6787434404428151,0.29983466321615987,0
"Cowlitz County, Washington",60280,34424,23938,0.5710683477106835,0.3971134704711347,0
"Craftsbury, Vermont",774,190,558,0.2454780361757106,0.7209302325581395,1
"Craig County, Oklahoma",6032,4686,1217,0.7768567639257294,0.20175729442970822,0
"Craig County, Virginia",3169,2536,587,0.8002524455664247,0.18523193436415272,0
"Craighead County, Arkansas",38511,25558,11921,0.6636545402612241,0.30954792137311415,0
"Cranberry Isles, Maine",138,36,95,0.2608695652173913,0.6884057971014492,1
"Crane County, Texas",1503,1247,241,0.8296739853626082,0.1603459747172322,0
"Cranston, Rhode Island",41053,17313,23039,0.42172313838209147,0.5612013738338245,1
"Craven County, North Carolina",53065,31032,21148,0.5847922359370583,0.39853010458871196,0
"Crawford County, Arkansas",24091,18607,4959,0.7723631231580258,0.20584450624714623,0
"Crawford County, Georgia",6102,4428,1615,0.7256637168141593,0.2646673221894461,0
"Crawford County, Illinois",9441,7043,2202,0.7460014828937612,0.23323800444868129,0
"Crawford County, Indiana",4944,3483,1355,0.7044902912621359,0.2740695792880259,0
"Crawford County, Iowa",7154,4854,2220,0.6785015376013419,0.31031590718479174,0
"Crawford County, Kansas",16718,10045,6179,0.6008493838975955,0.3696016269888743,0
"Crawford County, Michigan",7861,5087,2672,0.6471186871899249,0.339905864393843,0
"Crawford County, Missouri",10973,8725,2113,0.7951335095233756,0.19256356511437164,0
"Crawford County, Ohio",20686,15436,4916,0.7462051629121145,0.2376486512617229,0
"Crawford County, Pennsylvania",42004,28559,12924,0.6799114370059994,0.3076849823826302,0
"Crawford County, Wisconsin",8695,4620,3953,0.5313398504887866,0.45462909718228867,0
"Crawford, Maine",66,45,18,0.6818181818181818,0.2727272727272727,0
"Creek County, Oklahoma",30505,23294,6577,0.763612522537289,0.21560399934436977,0
"Crenshaw County, Alabama",6617,4864,1700,0.7350763185733716,0.2569140093698051,0
"Crisp County, Georgia",8033,4985,2982,0.6205651686791983,0.3712187227685796,0
"Crittenden County, Arkansas",16367,7333,8514,0.44803568155434714,0.5201930714242072,1
"Crittenden County, Kentucky",4242,3451,731,0.8135313531353136,0.17232437529467232,0
"Crockett County, Tennessee",6114,4673,1382,0.764311416421328,0.2260385999345764,0
"Crockett County, Texas",1574,1220,344,0.7750952986022872,0.21855146124523506,0
"Cromwell, Connecticut",8783,3749,4872,0.42684731868382103,0.554707958556302,1
"Crook County, Oregon",15448,11287,3801,0.7306447436561367,0.24605126877265665,0
"Crook County, Wyoming",4119,3651,378,0.8863801893663511,0.09176984705025491,0
"Crosby County, Texas",1953,1396,527,0.7147977470558116,0.2698412698412698,0
"Cross County, Arkansas",6942,4946,1772,0.7124747911264765,0.25525785076346874,0
"Crow Wing County, Minnesota",40173,25676,13726,0.6391357379334379,0.3416722674433077,0
"Crowley County, Colorado",1750,1271,437,0.7262857142857143,0.24971428571428572,0
"Croydon, New Hampshire",513,319,172,0.621832358674464,0.33528265107212474,0
"Crystal, Maine",164,120,39,0.7317073170731707,0.23780487804878048,0
"Culberson County, Texas",864,415,438,0.48032407407407407,0.5069444444444444,1
"Cullman County, Alabama",41851,36880,4478,0.8812214761893383,0.10699863802537574,0
"Culpeper County, Virginia",27116,16012,10617,0.5905000737571914,0.39154005015489013,0
"Cumberland County, Illinois",5850,4601,1142,0.7864957264957265,0.19521367521367522,0
"Cumberland County, Kentucky",3309,2769,508,0.8368087035358114,0.1535207011181626,0
"Cumberland County, New Jersey",62575,28952,32742,0.4626767878545745,0.5232441070715141,1
"Cumberland County, North Carolina",147150,60032,84469,0.40796466190961606,0.5740332993544003,1
"Cumberland County, Pennsylvania",141595,77212,62245,0.5453017408806808,0.4395988558918041,0
"Cumberland County, Tennessee",32279,25168,6728,0.779701973419251,0.2084327271600731,0
"Cumberland County, Virginia",5310,3019,2227,0.5685499058380414,0.4193973634651601,0
"Cumberland, Maine",6002,1800,4074,0.2999000333222259,0.6787737420859713,1
"Cumberland, Rhode Island",19678,8418,10869,0.4277873767659315,0.5523427177558695,1
"Cuming County, Nebraska",4459,3507,870,0.7864992150706437,0.19511101143754206,0
"Cummington, Massachusetts",591,162,413,0.27411167512690354,0.6988155668358714,1
"Currituck County, North Carolina",16147,11657,4195,0.7219297702359572,0.2598005821514833,0
"Curry County, New Mexico",15101,10444,4307,0.691609827163764,0.2852128998079597,0
"Curry County, Oregon",14925,8484,6058,0.5684422110552764,0.40589614740368507,0
"Cushing, Maine",960,520,424,0.5416666666666666,0.44166666666666665,0
"Custer County, Colorado",3634,2474,1112,0.6807925151348376,0.30599889928453494,0
"Custer County, Idaho",2739,2089,603,0.7626871120847024,0.22015334063526834,0
"Custer County, Montana",5883,4205,1514,0.7147713751487337,0.25735169131395547,0
"Custer County, Nebraska",6010,5090,786,0.8469217970049917,0.1307820299500832,0
"Custer County, Oklahoma",10691,8060,2369,0.7539051538677393,0.22158825180057992,0
"Custer County, South Dakota",5494,3852,1522,0.7011285038223517,0.27702948671277755,0
"Cutler, Maine",315,218,86,0.692063492063492,0.273015873015873,0
"Cuyahoga County, Ohio",625670,202699,416176,0.323971102977608,0.6651685393258427,1
"Cyr Plt., Maine",56,30,26,0.5357142857142857,0.4642857142857143,0
"Dade County, Georgia",7434,6066,1261,0.8159806295399515,0.16962604250739843,0
"Dade County, Missouri",4119,3414,656,0.8288419519300801,0.15926195678562757,0
"Daggett County, Utah",619,496,111,0.8012924071082391,0.17932148626817448,0
"Dakota County, Minnesota",262259,109638,146155,0.418052383330982,0.5572926000632962,1
"Dakota County, Nebraska",6817,3926,2744,0.5759131582807686,0.40252310400469415,0
"Dale County, Alabama",19738,14303,5170,0.724642820954504,0.2619313000303982,0
"Dallam County, Texas",1609,1389,197,0.8632691112492231,0.12243629583592293,0
"Dallas County, Alabama",17864,5524,12230,0.30922525750111957,0.6846171070309002,1
"Dallas County, Arkansas",2649,1573,963,0.5938089845224613,0.3635334088335221,0
"Dallas County, Iowa",56022,27987,26879,0.4995715968726572,0.4797936524936632,0
"Dallas County, Missouri",8104,6619,1380,0.8167571569595261,0.1702862783810464,0
"Dallas County, Texas",921638,307076,598576,0.3331850466235116,0.6494697484261717,1
"Dallas Plt., Maine",209,104,98,0.49760765550239233,0.4688995215311005,0
"Dalton, Massachusetts",3821,1039,2682,0.271918345982727,0.7019104946349123,1
"Dalton, New Hampshire",528,295,231,0.5587121212121212,0.4375,0
"Damariscotta, Maine",1476,463,980,0.3136856368563686,0.6639566395663956,1
"Danbury, Connecticut",32021,12788,18869,0.39936291808500674,0.5892695418631523,1
"Danbury, New Hampshire",725,414,290,0.5710344827586207,0.4,0
"Danby, Vermont",755,405,325,0.5364238410596026,0.4304635761589404,0
"Dane County, Wisconsin",344791,78800,260185,0.2285442485447706,0.7546165648175271,1
"Danforth, Maine",421,314,98,0.7458432304038005,0.2327790973871734,0
"Daniels County, Montana",1014,799,195,0.7879684418145957,0.19230769230769232,0
"Danvers, Massachusetts",16907,6725,9833,0.3977642396640445,0.5815934228426096,1
"Danville city, Virginia",19389,7428,11710,0.3831038217546031,0.6039506936922998,1
"Danville, New Hampshire",2816,1686,1082,0.5987215909090909,0.38423295454545453,0
"Danville, Vermont",1469,559,855,0.3805309734513274,0.5820285908781484,1
"Dare County, North Carolina",24232,13938,9936,0.5751898316275998,0.41003631561571474,0
"Darien, Connecticut",13018,4921,7876,0.37801505607620217,0.6050084498386848,1
"Darke County, Ohio",27134,22004,4731,0.8109383061841232,0.17435689540797522,0
"Darlington County, South Carolina",32417,16832,15220,0.5192337353857543,0.46950674029058825,0
"Dartmouth, Massachusetts",17884,7778,9792,0.4349138895101767,0.5475285171102662,1
"Dauphin County, Pennsylvania",147368,66408,78983,0.45062700179143367,0.5359576027360078,1
"Davidson County, North Carolina",88514,64658,22636,0.7304833133741555,0.25573355627358385,0
"Davidson County, Tennessee",309658,100218,199703,0.32364091998269057,0.6449147123600876,1
"Davie County, North Carolina",25311,18228,6713,0.7201611947374659,0.26522065505116355,0
"Daviess County, Indiana",11954,9576,2169,0.8010707712899447,0.18144554124142545,0
"Daviess County, Kentucky",49287,31025,17286,0.629476332501471,0.3507212855316818,0
"Daviess County, Missouri",3911,3102,746,0.793147532600358,0.19074405522884172,0
"Davis County, Iowa",4102,3032,1013,0.7391516333495856,0.24695270599707458,0
"Davis County, Utah",169895,104135,57411,0.6129374025133171,0.33792048029665384,0
"Davison County, South Dakota",8454,5613,2648,0.6639460610361959,0.3132245091081145,0
"Dawes County, Nebraska",4151,2931,1082,0.706094916887497,0.26066008190797396,0
"Dawson County, Georgia",16081,13398,2486,0.833157141968783,0.15459237609601392,0
"Dawson County, Montana",4837,3758,962,0.77692784783957,0.19888360554062434,0
"Dawson County, Nebraska",9191,6524,2497,0.7098248286367098,0.27167881623327167,0
"Dawson County, Texas",3789,2951,808,0.7788334652942729,0.21324887833201372,0
"Day County, South Dakota",2964,1869,1052,0.6305668016194332,0.3549257759784076,0
"Dayton, Maine",1381,756,582,0.5474293989862419,0.4214337436640116,0
"De Baca County, New Mexico",901,656,231,0.7280799112097669,0.2563817980022198,0
"De Soto Parish, Louisiana",14736,9112,5457,0.6183496199782845,0.37031758957654726,0
"De Witt County, Illinois",8024,5632,2191,0.7018943170488534,0.27305583250249255,0
"DeKalb County, Alabama",29356,24767,4281,0.8436776127537812,0.14583049461779535,0
"DeKalb County, Georgia",370746,58377,308162,0.1574582058875888,0.8311944026368457,1
"DeKalb County, Illinois",47989,21905,24643,0.4564587718018713,0.5135135135135135,1
"DeKalb County, Indiana",19628,14237,4966,0.7253413490931323,0.25300590992459754,0
